Person,Surname,Given,Call,Suffix,Prefix,Title,Gender,Birth date,Birth place,Birth source,Baptism date,Baptism place,Baptism source,Death date,Death place,Death source,Burial date,Burial place,Burial source,Note
[I0198],,Jeanne d'Albret of_France,,,,,female,,,,,,,,,,,,,
[I0425],,Joachim,,,,,male,1890,,,,,,1920,,,,,,
[I0939],,Joachim,,,,,male,1984,,,,,,,,,,,,
[I1611],,Joachim,,,,,male,1969,,,,,,,,,,,,
[I2274],,Joachim Frederick of_Brandenburg,,,,,male,,,,,,,,,,,,,
[I1264],,Joan,,,,,female,1265,,,,,,1265,,,,,,
[I1368],,Joan,,,,,female,1210-07-22,[P0495],,,,,1238-03-04,[P0496],,,,,
[I1410],,Joan,,,,,female,1328-09-29,,,,,,1385-08-08,[P0504],,,,,
[I2072],,Joan,,,,,female,,,,,,,,,,,,,
[I1233],,Joan (Joanna),,,,,female,about 1335-02-00,[P0431],,,,,1348-09-02,[P0433],,,,,
[I1331],,Joan Beaufort,,,,,female,,,,,,,,,,,,,
[I1268],,Joan of_Acre,,,,,female,1272,[P0458],,,,,1307-04-23,[P0459],,,,,
[I2620],,Joan of_Boulogne,,,,,female,about 1326,,,,,,1361,,,,,,
[I2500],,Joan of_Bourbon,,,,,female,1338,,,,,,1378-02-04,,,,,,
[I2490],,Joan of_Burgundy,,,,,female,about 1293,,,,,,1329,,,,,,
[I2496],,Joan of_Burgundy,,,,,female,,,,,,,about 1349,,,,,,
[I2493],,Joan of_Evreux,,,,,female,,,,,,,1371,,,,,,
[I1601],,Joan of_Navarre,,,,,female,about 1370,[P0563],,,,,1437-07-09,[P0564],,,[P0565],,
[I2486],,Joan of_Navarre,,,,,female,1271,,,,,,1305,,,,,,
[I2520],,Joan of_Valois,,,,,female,,,,,,,,,,,,,
[I2547],,Joan of_Valois,,,,,female,1464,,,,,,1505,,,,,,
[I1258],,Joan of_the_Tower,,,,,female,1321-07-05,[P0315],,,,,1362-09-07,[P0451],,,,,
[I2631],,Joanna,,,,,female,1936,,,,,,1939,,,,,,
[I2692],,Joanna,,,,,female,1712,,,,,,1760,,,,,,
[I0530],,Joanna of_Austria,,,,,female,,,,,,,,,,,,,
[I2100],,Joanna the_Mad (Juana),,,,,female,1479,,,,,,1555,,,,,,
[I2717],,Johann Georg of_Hohenzollern,,,,,male,1932-07-31,,,,,,,,,,,,
[I0611],,Johann Georg_II of_Anhalt-Dessau,,,,,male,,,,,,,1693,,,,,,
[I1225],,John,,,,,male,1389-06-20,,,,,,1435-09-15,[P0423],,,,,
[I1265],,John,,,,,male,1266-07-10,[P0010],,,,,1271-08-03,[P0455],,,,,
[I1287],,John,,,,,male,about 1250,,,,,,before 1256,,,,,,
[I1468],,John,,,,,male,1455,,,,,,1513,,,,,,
[I1471],,John,,,,,male,,,,,,,,,,,,,
[I1484],,John,,,,,male,1484,,,,,,1536,,,,,,
[I1901],,John,,,,,male,,,,,,,,,,,,,
[I2300],,John,,,,,male,,,,,,,,,,,,,
[I2868],,John,,,,,male,1479,,,,,,1503,,,,,,
[I2889],,John,,,,,male,1478,,,,,,1497,,,,,,
[I0018],,John Alexander,,,,,male,1871-04-06,,,,,,1871-04-07,,,,,,
[I1329],,John Beaufort,,,,,male,,,,,,,1410,,,,,,
[I1694],,John Frederick of_Brandenburg-,,,,,male,,,,,,,,,,,,,
[I1209],,John Friso,,,,,male,1968,,,,,,,,,,,,
[I1364],,John Lackland,,,,,male,1167-12-24,[P0487],,,,,1216-10-19,[P0488],,,[P0489],,
[I1848],,John de_Warenne,,,,,male,,,,,,,,,,,,,
[I2694],,John of_Brandenburg,,,,,male,,,,,,,,,,,,,
[I1586],,John of_Dreux,,,,,male,,,,,,,,,,,,,
[I1256],,John of_Eltham,,,,,male,about 1316-08-15,[P0448],,,,,1336-09-14,[P0449],,,,,
[I1236],,John of_Gaunt,,,,,male,1340-03-00,[P0437],,,,,1399-02-03,[P0438],,,,,
[I2525],,John of_Valois,,,,,male,,,,,,,,,,,,,
[I0803],,John_Charles of_Buccleuch VII,,,,,male,,,,,,,,,,,,,
[I1503],,John_I,,,,,male,1357,,,,,,1433,,,,,,
[I1591],,John_I,,,,,male,,,,,,,,,,,,,
[I2466],,John_I,,,,,male,1316-11-15,[P0112],,,,,1316-11-20,[P0112],,,[P0220],,
[I2067],,John_I (Juan),,,,,male,1358,,,,,,1390,,,,,,
[I1590],,John_II,,,,,male,,,,,,,,,,,,,
[I2442],,John_II (Juan_II),,,,,male,1405,,,,,,1454,,,,,,
[I2498],,John_II the_Good,,,,,male,1319-04-26,[P0618],,,,,1364-04-08,[P0028],,,[P0220],,
[I0854],,John_III,,,,,male,,,,,,,,,,,,,
[I0753],,John_IV the_Fortunate,,,,,male,1605,,,,,,1656,,,,,,
[I2429],,Joseph Ferdinand,,,,,male,,,,,,,1699,,,,,,
[I0684],,Joseph of_Austria,,,,,male,,,,,,,,,,,,,
[I2450],,Joseph of_Austria,,,,,male,1776,,,,,,1847,,,,,,
[I0355],,Joseph of_Saxe- Altenburg,,,,,male,,,,,,,1868,,,,,,
[I2430],,Joseph_I,,,,,male,1678,,,,,,1711,,,,,,
[I2434],,Joseph_II,,,,,male,1741-03-13,[P0549],,,,,1790,,,,,,
[I1117],,Josephine (twin),,,,,female,1870,,,,,,1871,,,,,,
[I1123],,Josephine Charlotte,,,,,female,1927,,,,,,,,,,,,
[I1105],,Josephine of_Baden,,,,,female,1813,,,,,,1900,,,,,,
[I1103],,Josephine of_Belgium,,,,,female,1872,,,,,,1958,,,,,,
[I2625],,Josephine of_Lichtenberg,,,,,female,1857,,,,,,1952,,,,,,
[I0435],,Juan Carlos,,,,,male,1938,,,,,,,,,,,,
[I1970],,Judith,,,,,female,,,,,,,,,,,,,
[I2579],,Judith,,,,,female,,,,,,,,,,,,,
[I2559],,Judith of_Bavaria,,,,,female,,,,,,,,,,,,,
[I1528],,Judith of_Brittany,,,,,female,,,,,,,,,,,,,
[I1267],,Julian (Katherine),,,,,female,1271,[P0457],,,,,1271,[P0457],,,,,
[I1619],,Juliana Maria,,,,,female,1729-09-04,[P0223],,,,,1796-10-10,[P0573],,,,,
[I0659],,Juliana of_Netherlands,,,,,female,1909-04-30,[P0249],,,,,,,,,,,
[I2975],,Julie,,,,,female,,,,,,,,,,,,,
[I0910],,Karl,,,,,male,1952,,,,,,,,,,,,
[I0680],,Karl Ferdinand,,,,,male,,,,,,,,,,,,,
[I0621],,Karl Friedrich of_Baden,,,,,male,,,,,,,,,,,,,
[I0646],,Karl Ludwig,,,,,male,,,,,,,,,,,,,
[I0623],,Karl Ludwig of_Baden,,,,,male,,,,,,,,,,,,,
[I1197],,"Karl Theodor ""Gackl""",,,,,male,1839,,,,,,1909,,,,,,
[I0678],,Karl of_Austria,,,,,male,,,,,,,,,,,,,
[I0625],,Karl of_Baden,,,,,male,,,,,,,,,,,,,
[I0902],,Karl of_Leiningen,,,,,male,1898,,,,,,1946,,,,,,
[I0904],,Karl of_Leiningen,,,,,male,1928,,,,,,,,,,,,
[I0643],,Karl_I of_Austria,,,,,male,,,,,,,,,,,,,
[I2152],,Katharine Fraser,,,,,female,1957,,,,,,,,,,,,
[I1288],,Katherine,,,,,female,1253-11-25,[P0474],,,,,1257-05-03,[P0004],,,,,
[I2065],,Katherine,,,,,female,,,,,,,,,,,,,
[I1962],,Kathryn,,,,,female,,,,,,,,,,,,,
[I2249],,Kenneth_II,,,,,male,,,,,,,,,,,,,
[I2254],,Kenneth_III,,,,,male,,,,,,,,,,,,,
[I0890],,Kira Melita of_Leiningen,,,,,female,1930,,,,,,,,,,,,
[I0528],,Kira of_Russia,,,,,female,1909,,,,,,1967,,,,,,
[I2963],,Kitty,,,,,female,about 1991,,,,,,,,,,,,
[I1671],,Knud,,,,,male,1900,,,,,,1976,,,,,,
[I0672],,Lajos Apponyi_de Nagy-Appony,,,,,male,,,,,,,,,,,,,
[I1130],,Laurent,,,,,male,1963,,,,,,,,,,,,
[I1734],,Lavinia Annaly,,,,,female,1899,,,,,,1955,,,,,,
[I0677],,Leka_I of_Albania,,,,,male,,,,,,,,,,,,,
[I1409],,Lennart Gustaf Nicholas,,,,,male,1909-05-08,[P0094],,,,,,,,,,,
[I0589],,Leonide Bagration- Moukhransky,,,,,female,1914,[P0230],,,,,,,,,,,
[I0028],,Leopold,,,,,male,1889,,,,,,1922,,,,,,
[I1180],,Leopold,,,,,male,1846,,,,,,1930,,,,,,
[I1697],,Leopold,,,,,male,1833,,,,,,1834,,,,,,
[I0010],,Leopold George Duncan,,,,,male,1853-04-07,[P0006],,,,,1884-03-28,[P0016],,,,,
[I2918],,Leopold Joseph de_Lorraine,,,,,male,,,,,,,,,,,,,
[I2420],,Leopold_I,,,,,male,1640,[P0549],,,,,1705-05-05,,,,,,
[I1696],,Leopold_I George of_Saxe-Coburg,,,,,male,1790-12-16,[P0588],,,,,1865-12-10,[P0158],,,[P0158],,
[I0613],,Leopold_I of_Anhalt-Dessau,,,,,male,,,,,,,,,,,,,
[I1698],,Leopold_II,,,,,male,1835-04-09,[P0235],,,,,1909-12-17,[P0234],,,[P0234],,
[I0663],,Leopold_II of_Anhalt-Dessau,,,,,male,,,,,,,,,,,,,
[I0600],,Leopold_III,,,,,male,1901-11-03,[P0235],,,,,1983-09-25,[P0236],,,[P0234],,
[I1235],,Lionel of_Antwerp,,,,,male,1338-11-29,[P0435],,,,,1363-12-10,[P0436],,,,,
[I2592],,Litwinde,,,,,female,,,,,,,,,,,,,
[I2170],,Llywelyn,,,,,male,,,,,,,1309,,,,,,
[I1961],,Llywelyn Ap_Gruffydd,,,,,male,,,,,,,,,,,,,
[I1930],,Llywelyn Ap_Seisyll,,,,,male,,,,,,,,,,,,,
[I1913],,Llywelyn Fawr the_Great,,,,,male,,,,,,,,,,,,,
[I1131],,Lorenz of_Austria-Este,,,,,male,1955,,,,,,,,,,,,
[I2605],,Lothar,,,,,male,941,,,,,,986,,,,,,
[I2560],,Lothar_I,,,,,male,795,,,,,,855,,,,,,
[I2568],,Lothar_II of_Lorraine,,,,,male,about 826,,,,,,868,,,,,,
[I0462],,Louis,,,,,male,1908,,,,,,1968,,,,,,
[I0558],,Louis,,,,,male,1773,,,,,,1796,,,,,,
[I0894],,Louis,,,,,male,,,,,,,1765,,,,,,
[I1797],,Louis,,,,,male,,,,,,,,,,,,,
[I2426],,Louis,,,,,male,1682,,,,,,1712,,,,,,
[I2629],,Louis,,,,,male,1931,,,,,,1937,,,,,,
[I1166],,Louis Charles William,,,,,male,1717,,,,,,1719,,,,,,
[I2649],,Louis Ferdinand of_Bavaria,,,,,male,1859,,,,,,1949,,,,,,
[I0520],,Louis Ferdinand of_Prussia,,,,,male,1907,,,,,,,,,,,,
[I0924],,Louis Ferdinand of_Prussia,,,,,male,1944,,,,,,1977,,,,,,
[I1700],,Louis Joseph,,,,,male,1781,,,,,,1789,,,,,,
[I2423],,Louis de_France,,,,,male,1661,,,,,,1711,,,,,,
[I0100],,Louis of_Battenberg,,,,,male,1854,,,,,,1921,,,,,,
[I2501],,Louis of_Beaumont,,,,,male,,,,,,,1407,,,,,,
[I2516],,Louis of_Orleans,,,,,male,,,,,,,1752,,,,,,
[I2573],,Louis the_Young,,,,,male,,,,,,,882,,,,,,
[I2515],,Louis-Philippe,,,,,male,,,,,,,1785,,,,,,
[I2513],,Louis-Philippe Joseph,,,,,male,,,,,,,1793,,,,,,
[I2911],,Louis_I of_Hesse-Darmst.,,,,,male,1753,,,,,,1830,,,,,,
[I2553],,Louis_I the_Pious of_Aquitaine,,,,,male,778,,,,,,840,,,,,,
[I2567],,Louis_II le_Jeune,,,,,male,about 822,,,,,,875,,,,,,
[I0349],,Louis_II of_Hesse and_the_Rhine,,,,,male,1777,,,,,,1848,,,,,,
[I0632],,Louis_II of_Monaco,,,,,male,,,,,,,,,,,,,
[I2563],,Louis_II the_German,,,,,male,about 805,,,,,,876,,,,,,
[I2576],,Louis_II the_Stammerer,,,,,male,846,,,,,,879,,,,,,
[I2581],,Louis_III,,,,,male,about 863,,,,,,882,,,,,,
[I0493],,Louis_III of_Hesse,,,,,male,1806,,,,,,1877,,,,,,
[I2589],,Louis_III the_Blind,,,,,male,about 880,,,,,,928,,,,,,
[I2595],,Louis_III the_Child,,,,,male,893,,,,,,911,,,,,,
[I2604],,Louis_IV d'Outre-Mer,,,,,male,about 920,,,,,,954,,,,,,
[I0022],,Louis_IV of_Hesse,,,,,male,1837,,,,,,1892,,,,,,
[I1740],,Louis_IX (St._Louis),,,,,male,1214-04-25,,,,,,1270-08-25,[P0593],,,[P0220],,
[I2511],,Louis_Philippe_I,,,,,male,1773,[P0619],,,,,1850,,,,,,
[I2607],,Louis_V the_Coward,,,,,male,about 986,,,,,,997,,,,,,
[I2452],,Louis_VI the_Fat,,,,,male,about 1081,[P0112],,,,,1137-08-01,[P0112],,,[P0220],,
[I1869],,Louis_VII the_Younger,,,,,male,about 1121,,,,,,1180-09-18,[P0112],,,[P0601],,
[I1741],,Louis_VIII the_Lion,,,,,male,1187-09-05,[P0112],,,,,1226-11-08,[P0594],,,[P0220],,
[I2464],,Louis_X the_Headstrong,,,,,male,1289-10-04,[P0112],,,,,1316-06-05,[P0595],,,[P0220],,
[I2540],,Louis_XI,,,,,male,1423-07-03,[P0620],,,,,1483-08-30,,,,[P0621],,
[I0838],,Louis_XII,,,,,male,1462-06-27,[P0335],,,,,1515-01-01,[P0112],,,[P0220],,
[I0529],,Louis_XIII,,,,,male,1601-09-27,[P0218],,,,,1643-05-14,[P0219],,,[P0220],,
[I1341],,Louis_XIV,,,,,male,1638-09-05,[P0483],,,,,1715-09-01,[P0357],,,[P0484],,
[I1422],,Louis_XV,,,,,male,1710-02-15,[P0357],,,,,1774-05-10,[P0357],,,[P0220],,
[I1424],,Louis_XVI,,,,,male,1754-08-23,[P0357],,,,,1793-01-21,[P0112],,1815,[P0484],,
[I1701],,Louis_XVII,,,,,male,1785-03-27,[P0357],,,,,1795-06-08,[P0112],,,[P0589],,
[I0898],,Louis_XVIII,,,,,male,1755,[P0357],,,,,1824-09-16,,,,,,
[I0760],,Louisa Eleonora of_Hohenlohe-,,,,,female,,,,,,,,,,,,,
[I2117],,Louisa Hollandine of_Maubisson,,,,,female,,,,,,,1709,,,,,,
[I1029],,Louisa of_Prussia,,,,,female,1808,,,,,,1870,,,,,,
[I0428],,Louise,,,,,female,1828,,,,,,1923,,,,,,
[I0824],,Louise,,,,,female,,,,,,,about 1967,[P0322],,,,,
[I1028],,Louise,,,,,female,1828-08-05,[P0176],,,,,1871-03-30,[P0094],,,[P0094],,
[I1174],,Louise,,,,,female,1680,,,,,,1705,,,,,,
[I1623],,Louise,,,,,female,1667-08-28,,,,,,1721-03-15,,,,,,
[I1640],,Louise,,,,,female,1750,,,,,,1831,,,,,,
[I1657],,Louise,,,,,female,1795,,,,,,1795,,,,,,
[I2637],,Louise,,,,,female,1882,,,,,,1952,,,,,,
[I2697],,Louise,,,,,female,1875,,,,,,1906,,,,,,
[I2816],,Louise,,,,,female,1973,,,,,,,,,,,,
[I2850],,Louise,,,,,female,1726,,,,,,1756,,,,,,
[I2901],,Louise,,,,,female,1858,,,,,,1924,,,,,,
[I2514],,Louise Adelaide de_Penthievre,,,,,female,,,,,,,,,,,,,
[I1653],,Louise Augusta,,,,,female,1771,,,,,,1843,,,,,,
[I0008],,Louise Caroline Alberta,,,,,female,1848-03-18,[P0006],,,,,1939-12-03,[P0000],,,[P0014],,
[I0346],,Louise Caroline of_Hesse-Cassel,,,,,female,1789,,,,,,1867,,,,,,
[I0299],,Louise Charlotte of_Denmark,,,,,female,1789,,,,,,1864,,,,,,
[I1659],,Louise Juliane,,,,,female,1802,,,,,,1802,,,,,,
[I0120],,Louise Margaret of_Prussia,,,,,female,1860-06-25,[P0091],,,,,1917-03-14,[P0092],,,[P0014],,
[I0245],,Louise Marie d'Orleans,,,,,female,1812-04-03,[P0156],,,,,1850-10-11,[P0157],,,[P0158],,
[I0724],,Louise Maximilienne Caroline,,,,,female,1752-09-10,[P0273],,,,,1824-01-29,[P0274],,,,,
[I1168],,Louise Ulrika,,,,,female,1720,,,,,,1782,,,,,,
[I0015],,Louise Victoria Alexandra,,,,,female,1867-02-20,[P0025],,,,,1931-01-04,[P0026],,,,,
[I0569],,Louise of_Brunswick,,,,,female,1722,,,,,,1780,,,,,,
[I0226],,Louise of_Hesse-Cassel,,,,,female,1817-09-07,[P0148],,,,,1898-09-29,[P0149],,,,,
[I2912],,Louise of_Hesse-Darmst.,,,,,female,1761,,,,,,1829,,,,,,
[I2617],,Louise of_Lorraine,,,,,female,1553,,,,,,1601,,,,,,
[I0410],,Louise of_Mecklenburg- Strelitz,,,,,female,1776,,,,,,1810,,,,,,
[I1817],,Louise of_Savoy,,,,,female,1476,,,,,,1531,,,,,,
[I0140],,Louise of_Saxe-Coburg- Altenburg,,,,,female,1800,[P0111],,,,,1831,[P0112],,,,,
[I0605],,Louise of_Sweden,,,,,female,1851-10-31,[P0094],,,,,1926-03-20,[P0146],,,,,
[I1113],,Louise of_Thurn and_Taxis,,,,,female,,,,,,,,,,,,,
[I1892],,Lucienne of_Rochefort,,,,,female,,,,,,,,,,,,,
[I1194],,Ludwig,,,,,male,1831,,,,,,1920,,,,,,
[I0484],,Ludwig of_Wurttemberg,,,,,male,,,,,,,,,,,,,
[I1599],,Ludwig_III,,,,,male,,,,,,,,,,,,,
[I0246],,Ludwig_IX of_Hesse- Darmstadt,,,,,male,,,,,,,,,,,,,
[I2556],,Luitgard,,,,,female,,,,,,,800,,,,,,
[I1150],,Luitpold,,,,,male,1821,,,,,,1912,,,,,,
[I1183],,Luitpold,,,,,male,1901,,,,,,1914,,,,,,
[I2246],,Lulach,,,,,male,,,,,,,,,,,,,
[I2247],,Macbeth,,,,,male,,,,,,,1057,,,,,,
[I2729],,Madeleine Therese Amelie,,,,,female,1982-06-10,,,,,,,,,,,,
[I1429],,Madeleine of_France,,,,,female,,,,,,,1537,,,,,,
[I2832],,Madeline Bernadotte,,,,,female,1938,,,,,,,,,,,,
[I2166],,Maelgwn Fychan,,,,,male,,,,,,,1257,,,,,,
[I2621],,Magdalen of_Hochstadten,,,,,female,1846,,,,,,1917,,,,,,
[I2143],,Magdalena Augusta of_Anhalt-Zerbst,,,,,female,,,,,,,,,,,,,
[I2200],,Mahon Moinmoy,,,,,male,,,,,,,,,,,,,
[I2250],,Malcolm_I,,,,,male,,,,,,,,,,,,,
[I2248],,Malcolm_II,,,,,male,,,,,,,,,,,,,
[I1511],,Malcolm_III Canmore,,,,,male,,,,,,,1093,,,,,,
[I2230],,Malcolm_IV the_Maiden,,,,,male,,,,,,,,,,,,,
[I1934],,Maredudd,,,,,male,,,,,,,,,,,,,
[I2168],,Maredudd Ap_Owain,,,,,male,,,,,,,1265,,,,,,
[I0996],,Margaret,,,,,female,,,,,,,,,,,,,
[I1002],,Margaret,,,,,female,1472-04-10,,,,,,1472-12-11,,,,,,
[I1205],,Margaret,,,,,female,1943,,,,,,,,,,,,
[I1240],,Margaret,,,,,female,1346-07-20,[P0004],,,,,after 1361-10-01,,,,,,
[I1270],,Margaret,,,,,female,1275-09-11,[P0004],,,,,1318,[P0461],,,,,
[I1283],,Margaret,,,,,female,1240-09-29,[P0004],,,,,1275-02-26,[P0473],,,,,
[I1842],,Margaret,,,,,female,,,,,,,1228,,,,,,
[I1889],,Margaret,,,,,female,,,,,,,,,,,,,
[I2077],,Margaret,,,,,female,,,,,,,,,,,,,
[I2172],,Margaret,,,,,female,,,,,,,,,,,,,
[I2234],,Margaret,,,,,female,,,,,,,1283,,,,,,
[I2892],,Margaret,,,,,female,1480,,,,,,1530,,,,,,
[I2236],,Margaret Maid_of_Norway,,,,,female,about 1282,,,,,,1290,,,,,,
[I2421],,Margaret Teresa,,,,,female,1651,,,,,,1673,,,,,,
[I1218],,Margaret of_Anjou,,,,,female,1429-03-23,[P0412],,,,,1482-08-25,[P0413],,,[P0414],,
[I1017],,Margaret of_Austria,,,,,female,1584,,,,,,1611,,,,,,
[I1831],,Margaret of_Carrick,,,,,female,,,,,,,,,,,,,
[I1469],,Margaret of_Denmark,,,,,female,about 1457,,,,,,1486,,,,,,
[I1510],,Margaret of_France,,,,,female,,,,,,,1198,,,,,,
[I2441],,Margaret of_Navarre,,,,,female,,,,,,,,,,,,,
[I2482],,Margaret of_Provence,,,,,female,1221,,,,,,1295,,,,,,
[I1019],,Margaret of_Salisbury,,,,,female,about 1469,,,,,,1541,,,,,,
[I2541],,Margaret of_Scotland,,,,,female,about 1418,,,,,,1445,,,,,,
[I0121],,Margaret of_Sweden,,,,,female,1882-01-15,[P0093],,,,,1920-05-01,[P0094],,,,,
[I2505],,Margaret of_Valois,,,,,female,1553,,,,,,1615,,,,,,
[I0078],,Margarete of_Hesse,,,,,female,1872,,,,,,1954,,,,,,
[I2829],,Margaretha,,,,,female,1899,,,,,,1977,,,,,,
[I2526],,Margaretha of_Sweden,,,,,female,1934-10-31,,,,,,,,,,,,
[I0905],,Margarita,,,,,female,1932,,,,,,,,,,,,
[I0972],,Margarita of_Romania,,,,,female,1949,[P0036],,,,,,,,,,,
[I0593],,Margarite,,,,,female,1939,,,,,,,,,,,,
[I0913],,Margarite of_Hohenloche- Ochringen,,,,,female,,,,,,,,,,,,,
[I1054],,Margrethe of_Denmark,,,,,female,,,,,,,,,,,,,
[I0671],,Marguerite,,,,,female,,,,,,,,,,,,,
[I2619],,Marguerite of_Burgundy,,,,,female,1290,,,,,,1315,,,,,,
[I1277],,Marguerite of_France,,,,,female,1279,[P0098],,,,,1317-02-14,[P0466],,,[P0100],,
[I0595],,Maria,,,,,female,,,,,,,,,,,,,
[I0976],,Maria,,,,,female,1964,,,,,,,,,,,,
[I1198],,Maria,,,,,female,1841,,,,,,1925,,,,,,
[I2417],,Maria,,,,,female,,,,,,,,,,,,,
[I2827],,Maria,,,,,female,1962,,,,,,,,,,,,
[I0200],,Maria Anna of_Anhalt,,,,,female,,,,,,,,,,,,,
[I0567],,Maria Anna of_Hesse,,,,,female,1785,,,,,,1846,,,,,,
[I2427],,Maria Antonia,,,,,female,,,,,,,,,,,,,
[I2773],,Maria Bernadotte,,,,,female,1889,,,,,,1974,,,,,,
[I2642],,Maria Christina,,,,,female,1911,,,,,,,,,,,,
[I0682],,Maria Cristina of_Austria,,,,,female,1858,,,,,,1929,,,,,,
[I1295],,Maria Feodorovna of_Wurttemberg,,,,,female,1759,,,,,,1828,,,,,,
[I0690],,Maria Gabriele of_Bavaria,,,,,female,1878,,,,,,1912,,,,,,
[I2449],,Maria Henrietta,,,,,female,1836,,,,,,1902,,,,,,
[I1202],,Maria Josepha of_Portugal,,,,,female,1857,,,,,,1943,,,,,,
[I2879],,Maria Louisa of_Parma,,,,,female,1751,,,,,,1819,,,,,,
[I1310],,Maria Miroslavkaya,,,,,female,,,,,,,1668,,,,,,
[I0687],,Maria Theresa,,,,,female,1849-07-02,[P0255],,,,,1919-02-03,[P0256],,,[P0257],,
[I2432],,Maria Theresa,,,,,female,,,,,,,1780,,,,,,
[I2635],,Maria Theresa,,,,,female,1882,,,,,,1912,,,,,,
[I2650],,Maria de_la_Paz,,,,,female,1862,,,,,,1946,,,,,,
[I2633],,Maria de_las_Mercedes,,,,,female,1860,,,,,,1878,,,,,,
[I2634],,Maria de_las_Mercedes,,,,,female,1880,,,,,,1904,,,,,,
[I0434],,Maria de_las_Mercedes of_Bourbon,,,,,female,1910,[P0201],,,,,,,,,,,
[I2133],,Maria of_Portugal,,,,,female,,,,,,,,,,,,,
[I0895],,Maria of_Russia,,,,,female,1907,,,,,,1951,,,,,,
[I0899],,Maria of_Russia,,,,,female,1953,[P0358],,,,,,,,,,,
[I2416],,Mariana of_Austria,,,,,female,,,,,,,,,,,,,
[I1682],,Marianne of_Netherlands,,,,,female,1810,,,,,,1883,,,,,,
[I0224],,Marie,,,,,female,1852,,,,,,1923,,,,,,
[I0628],,Marie,,,,,female,,,,,,,,,,,,,
[I1618],,Marie,,,,,female,1767-10-28,[P0181],,,,,1852-03-21,[P0572],,,,,
[I1684],,Marie,,,,,female,1841,,,,,,1910,,,,,,
[I1738],,Marie,,,,,female,,,,,,,,,,,,,
[I2920],,Marie Adelaide of_Savoy,,,,,female,1685,,,,,,1712,,,,,,
[I0094],,Marie Alexandrovna,,,,,female,1853-10-17,[P0081],,,,,1920-10-25,[P0082],,,,,
[I1705],,Marie Amelie of_Bourbon,,,,,female,1782,,,,,,1866-03-24,[P0590],,,,,
[I1425],,Marie Antoinette of_Austria,,,,,female,1755-11-02,[P0549],,,,,1793-10-16,[P0112],,1815,[P0484],,
[I0551],,Marie Auguste of_Anhalt,,,,,female,1898,,,,,,1983,,,,,,
[I1699],,Marie Charlotte,,,,,female,1840,,,,,,1927,,,,,,
[I1134],,Marie Christine,,,,,female,1951,,,,,,,,,,,,
[I2913],,Marie Christine,,,,,female,,,,,,,1663,,,,,,
[I2616],,Marie Elisabeth,,,,,female,1572-10-27,,,,,,1578-04-02,,,,,,
[I1135],,Marie Esmeralda,,,,,female,1956,,,,,,,,,,,,
[I1121],,Marie Jose,,,,,female,1906,,,,,,,,,,,,
[I0118],,Marie Louise,,,,,female,1872,,,,,,1956,,,,,,
[I0951],,Marie Louise,,,,,female,1662,,,,,,1689,,,,,,
[I1655],,Marie Louise,,,,,female,1792,,,,,,1793,,,,,,
[I2746],,Marie Louise,,,,,female,1935,,,,,,,,,,,,
[I2921],,Marie Louise of_Orleans,,,,,female,1695,,,,,,1715,,,,,,
[I1703],,Marie Therese of_Angouleme,,,,,female,1778,,,,,,1851,,,,,,
[I2914],,Marie de_Bourbon,,,,,female,,,,,,,,,,,,,
[I1467],,Marie of_Gueldres,,,,,female,,,,,,,1463,,,,,,
[I0045],,Marie of_Hesse- Darmstadt,,,,,female,1824,,,,,,1880,,,,,,
[I0855],,Marie of_Julich,,,,,female,,,,,,,,,,,,,
[I2492],,Marie of_Luxemburg,,,,,female,1305,,,,,,about 1323,,,,,,
[I1144],,Marie of_Prussia,,,,,female,1825-10-15,[P0221],,,,,1889-05-17,[P0401],,,[P0248],,
[I0096],,Marie of_Saxe-Coburg and_Gotha,,,,,female,1875-10-29,[P0083],,,,,1938-07-10,[P0084],,,,,
[I0516],,Marie of_Saxe-Weimar- Eisenach,,,,,female,1808,,,,,,1877,,,,,,
[I1214],,Marie of_Schwarzburg- Rudolstadt,,,,,female,,,,,,,,,,,,,
[I1091],,Marie of_Waldeck and_Pyrmont,,,,,female,1857,,,,,,1882,,,,,,
[I0923],,Marie-Cecile of_Prussia,,,,,female,1942,,,,,,,,,,,,
[I0587],,Marie-Josephe de_Saxe,,,,,female,,,,,,,,,,,,,
[I1420],,Marie-Therese of_Spain,,,,,female,1638-09-20,[P0214],,,,,1683-07-30,[P0357],,,[P0545],,
[I0066],,Marina of_Greece,,,,,female,1906-11-30,[P0067],,,,,1968,[P0068],,,,,
[I0454],,Martha Louise,,,,,female,1971,,,,,,,,,,,,
[I0451],,Martha of_Sweden,,,,,female,1901,,,,,,1954,,,,,,
[I0206],,Mary,,,,,female,1799,,,,,,1860,,,,,,
[I0284],,Mary,,,,,female,1897,,,,,,,,,,,,
[I0630],,Mary,,,,,female,,,,,,,,,,,,,
[I0695],,Mary,,,,,female,1685-06-02,[P0259],,,,,1687-02-08,[P0004],,,,,
[I0699],,Mary,,,,,female,1690-10-14,[P0125],,,,,1690-10-14,[P0125],,,,,
[I0999],,Mary,,,,,female,1466-08-00,[P0004],,,,,1482-05-23,[P0339],,,,,
[I1239],,Mary,,,,,female,1344-10-10,[P0441],,,,,1361/1362,,,,,,
[I1272],,Mary,,,,,female,1278-03-11,[P0004],,,,,before 1332-07-08,[P0463],,,,,
